,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
10,289782,,12,กรุงเทพมหานคร,น้ำไม่ไหล,2022-GGW8LE,"['100.54111', '13.69145']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8398b4162b6e73ccc2fb44624ef0f31c1f3b026c.jpg,,137 ซอย กุหลาบอุทิศ แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,2022-12-07 16:40:54.411069+00,{},report,,0,รอรับเรื่อง
11,289779,,5,กรุงเทพมหานคร,พ่อค้าแม่ค้าเทสิ่งสกปรกลงบนถนนครับ,2022-L7L7TP,"['100.56075', '13.81629']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/23d461cd9dfa5e673bbcbb1a2991a733e5a5c05a.jpg,,1693 อาคาร CP 2 ถ. พหลโยธิน แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,จตุจักร,กรุงเทพมหานคร,2022-12-07 16:26:07.665946+00,{},report,,0,รอรับเรื่อง
12,289777,ทางเท้า,6,กรุงเทพมหานคร,ทางเท้าริมถนนบางนาตราด ถูกรื้อเสียหาย,2022-8PR673,"['100.63838', '13.66775']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cf8490f60c6176126baf6aa46d196b9e891208db.jpg,,โรงพยาบาลไทยนครินทร์ เลขที่ 345 ซอย บางนา-ตราด 42 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาเหนือ,กรุงเทพมหานคร,2022-12-07 16:24:39.072148+00,{ทางเท้า},report,,0,รอรับเรื่อง
13,289776,ทางเท้า,12,กรุงเทพมหานคร,ทางเท้าริมถนนบางนาตราดเสียหาย,2022-NAQPCU,"['100.63838', '13.66775']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/15491ed96ebf56f5110f7bbbf931165f31088847.jpg,,โรงพยาบาลไทยนครินทร์ เลขที่ 345 ซอย บางนา-ตราด 42 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาเหนือ,กรุงเทพมหานคร,2022-12-07 16:22:41.099585+00,{ทางเท้า},report,,0,รอรับเรื่อง
14,289775,ทางเท้า,12,กรุงเทพมหานคร,ทางเท้าถูกรื้อเสียหาย,2022-L9LFAK,"['100.63838', '13.66775']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d1a7f57dd0b01dbb08cf45cb9c07af6d0592cfa2.jpg,,โรงพยาบาลไทยนครินทร์ เลขที่ 345 ซอย บางนา-ตราด 42 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาเหนือ,กรุงเทพมหานคร,2022-12-07 16:19:37.59498+00,{ทางเท้า},report,,0,รอรับเรื่อง
15,289773,ทางเท้า,12,กรุงเทพมหานคร,ทางเท้าเสียหาย,2022-QEYGPK,"['100.63838', '13.66775']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ef6993db98e05c0c13efc5f5447bf60f5b87e4c3.jpg,,โรงพยาบาลไทยนครินทร์ เลขที่ 345 ซอย บางนา-ตราด 42 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนา,บางนาเหนือ,กรุงเทพมหานคร,2022-12-07 16:12:58.133418+00,{ทางเท้า},report,,0,รอรับเรื่อง
16,289772,,19,กรุงเทพมหานคร,ร้านเดิมเลยค่ะ ร้านเฮเดย์ สรุปได้แก้ไขจริงรึเปล่าคะ เปิดเพลงดังลั่นเลย,2022-4UDKXN,"['100.53795', '13.68514']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/67905160c71173d40f2d1a385c11820409c03e36.jpg,,599/106ข ซ. นาคสุวรรณ แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,2022-12-07 16:12:39.384+00,{},report,,0,รอรับเรื่อง
17,289771,สัตว์จรจัด,17,กรุงเทพมหานคร,มีหมาจรจัดในซอยเยอะมากไม่มีใครดูแลไล่กัดคนขับรถมอเตอร์กลางคืน,2022-6FEY62,"['100.82112', '13.78906']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/928bc7ca97dad34eb432ad354c66f9bb4b821042.jpg,,65 ?.4 ?????????? แขวง ลำผักชี เขต หนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,หนองจอก,ลำผักชี,กรุงเทพมหานคร,2022-12-07 16:08:21.859728+00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
18,289770,ร้องเรียน,6,กรุงเทพมหานคร,"เร่งรัดผลการพิจารณาอุทธรณ์ และเร่งรัดการรื้อถอนสิ่งปลูกสร้างตามโลเคชั่นนี้ค่ะ ร้านกาแฟ mom recipe ที่ก่อสร้างโดยไม่มีใบอนุญาต และก่อสร้างบนพื้นที่ภาระจำยอมของส่วนรวม เนื่องจากปัจจุบันรอผลอุทธรณ์จากทางฝ่ายโยธา ของสำนักงานกรุงเทพมหานครมาตั้งแต่ต้นปี - ปัจจุบันเป็นระยะเวลาเกือบ 1 ปี แล้ว 

ทั้งนี้ก่อนหน้าร้องเรียนผ่านฝ่ายโยธา สำนักงานเขตคลองสามวา เมื่อ พ.ย.63 มีการสืบสวนข้อเท็จจริงจนมีผลพิจารณาออกคำสั่งตาม พรบ.ควบคุมอาคาร มีเจ้าหน้าที่ออกเอกสารแล้วมาแปะหมายที่หน้าร้านกาแฟแล้วช่วง ธ.ค. 64 (รวมระยะเวลาดำเนินการของหน่วยงาน 1 ปี) แต่ทางร้านกาแฟมีการยื่นอุทธรณ์ไป 

ทางดิฉันจึงต้องการขอเร่งรัดการพิจารณาเรื่องนี้ให้โดยด่วน เนื่องจากนับระยะเวลาที่ได้รับความเดือนร้อนมาถึงปัจจุบัน เป็นเวลากว่า 2 ปีแล้วค่ะ",2022-EY8GLG,"['100.70667', '13.85296']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/4f06477462e26e1a5d995945b28a1005bcff3931.jpg,,218/4 ถ. ปัญญาอินทรา แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,คลองสามวา,บางชัน,กรุงเทพมหานคร,2022-12-07 16:07:38.846989+00,{ร้องเรียน},inprogress,,0,กำลังดำเนินการ
19,289769,สายไฟ,12,กรุงเทพมหานคร,เถาวัลย์เลื้อยขึ้นสายไฟ,2022-EQMTHC,"['100.43313', '13.78010']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/795da6085bc7aec230014f2a64ee0d2a9151a0ec.jpg,,36 ซอย บรมราชชนนี 81 แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ฉิมพลี,กรุงเทพมหานคร,2022-12-07 16:05:30.08157+00,{สายไฟ},report,,0,รอรับเรื่อง
20,289768,สายไฟ,14,กรุงเทพมหานคร,สายไฟวางระเกะระกะไม่เรียบร้อยตํ่า,2022-BPM3GR,"['100.50754', '13.77684']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3038534a12481adc9358fa051b8fbb18599d4770.jpg,,QGG4+PXQ ซอย สามเสน 11 แขวง วชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,ดุสิต,วชิรพยาบาล,กรุงเทพมหานคร,2022-12-07 16:03:23.345505+00,{สายไฟ},report,,0,รอรับเรื่อง
21,289767,"ถนน,คลอง",36,กรุงเทพมหานคร,มีการเผาเป็นประจำทุกวัน ส่งกลิ่นเหม็นรบกวน เป็นมลพิษทางอากาศ สร้างความเดือดร้อนให้กับคนที่พักอาศัยบริเวณใกล้เคียง  ขอให้เจ้าหน้าที่ช่วยตรวจสอบและแก้ไขปัญหาความเดือดร้อนของประชาชน บริเวณซอยโรงเลาะไก่  ถนนประชาสำราญ แขวงคลองสิบสอง  (จากปากซอยเข้ามาประมาณ 300 เมตร ) ซ้ายมือจะมีไม้ที่ตัดไว้กองอยู่เป็นจำนวนมาก เลยมาอีก 50 เมตร ขวามือ จะมีเตาเผาตั้งอยู่ ),2022-KMGPYF,"['100.86716', '13.91059']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/16419b09ae3202396f3cf421c97d01cfe4cc23a3.jpg,,17/1 ถนน ประชาสำราญ แขวง คลองสิบสอง เขต หนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,หนองจอก,คลองสิบสอง,กรุงเทพมหานคร,2022-12-07 16:02:53.347901+00,"{ถนน,คลอง}",report,,0,รอรับเรื่อง
22,289766,สายไฟ,12,กรุงเทพมหานคร,เถาวัลย์เลื้อยขึ้นสายไฟ,2022-K7Q4HD,"['100.44696', '13.78081']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0b212fbf6c47f2188b3af790e885ff79c6a3e94a.jpg,,71 ซอย บรมราชชนนี 59 แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ฉิมพลี,กรุงเทพมหานคร,2022-12-07 16:01:40.432031+00,{สายไฟ},report,,0,รอรับเรื่อง
23,289764,เสียงรบกวน,19,กรุงเทพมหานคร,เรื่อง เปิดร้านอาหารดนตรีสด(บาร์) ร้านโล่ง เสียงดังมาก เวลา 22.00-01.30 ติดข้างกับบ้านเรือนประชาชน ทุกหลังคาเรือนมีคนชราผู้สูงอายุมีโรคประจำตัว,2022-EAN28C,"['100.69911', '13.85989']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2db3610df0a4b9e17522fdd154c11001e5d592a3.jpg,,125 ถนน เลียบคลองสอง แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,คลองสามวา,บางชัน,กรุงเทพมหานคร,2022-12-07 15:53:28.346072+00,{เสียงรบกวน},inprogress,,0,กำลังดำเนินการ
24,289762,"ถนน,ความปลอดภัย",91,กรุงเทพมหานคร,มีมอเตอร์ไซค์จำนวนมาก ใช้บริเวณทางข้ามม้าลายเป็นจุดกลับรถ ทำให้คนที่จะเดินข้ามทางม้าลายหรือจูงจักรยานจะข้ามถนนเกิดความไม่สะดวก ไม่ปลอดภัย,2022-AZH78T,"['100.69109', '13.80250']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e62ae0509eab26daf3e95b9a049e67fbbf630fb0.jpg,,210 ถ. สวนสยาม แขวง คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,คันนายาว,กรุงเทพมหานคร,2022-12-07 15:42:24.473439+00,"{ถนน,ความปลอดภัย}",report,,0,รอรับเรื่อง
25,289761,ทางเท้า,6,กรุงเทพมหานคร,มอเตอร์ไซค์ขับขี่บนทางเท้า,2022-EKQX2W,"['100.64989', '13.84512']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0346e538794f917428dfdecdbd25102a7a284563.jpg,,ซอยนวลจันทร์ แขวง รามอินทรา เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,นวลจันทร์,กรุงเทพมหานคร,2022-12-07 15:38:54.940817+00,{ทางเท้า},report,,0,รอรับเรื่อง
26,289760,,12,กรุงเทพมหานคร,"มีการตั้งร้านค้าและรถสองแถว, แท็กซี่ จอดแช่รอรับผู้โดยสารบริเวณป้ายรถเมล์หน้าห้างแฟชั่นไอส์แลนด์ ทำให้ผู้โดยสารที่รอรถเมล์เกิดความยากลำบากในการใช้บริการ",2022-LQH8FE,"['100.67742', '13.82456']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6f89b2e0f3abc7fd2f820b9476cd11e5357ec546.jpg,,แฟชั่นไอส์แลนด์ แขวง คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,คันนายาว,กรุงเทพมหานคร,2022-12-07 15:38:45.671939+00,{},report,,0,รอรับเรื่อง
27,289758,ทางเท้า,6,กรุงเทพมหานคร,รถกล้ำทางเท้า,2022-8WGU74,"['100.60368', '13.70076']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/5caae3a9409ff8a783b33b5f3994da287473a895.jpg,,2253 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 15:32:59.253192+00,{ทางเท้า},report,,0,รอรับเรื่อง
28,289757,กีดขวาง,6,กรุงเทพมหานคร,ตั้งโต๊ะขวางทางเท้า,2022-HRYFC8,"['100.60363', '13.70081']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/39dca146c5bf6b9d7259676e3ee49c9a1081201e.jpg,,2249 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-07 15:30:24.394502+00,{กีดขวาง},report,,0,รอรับเรื่อง
29,289756,"ถนน,แสงสว่าง,จราจร",91,กรุงเทพมหานคร,"ติดตั้งสัญญาณไฟจราจร สำหรับรถข้ามแยก
เนื่องจาก ถนนบริเวณนั้นมืดมาก และมีรถบรรทุกขนาดใหญ่สัญจรค่อนข้างเยอะ และเป็นบริเวณชุมชน ดังนั้น มีความจำเป็นอย่างมากที่จำเป็นต้องมีสัญญาณไฟจราจรค่ะ",2022-NLZKNK,"['100.55377', '13.71347']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/81922737674f4926f78190c3202dad785e20a8c5.jpg,,61/2 ซอย นาวิน ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,ช่องนนทรี,กรุงเทพมหานคร,2022-12-07 15:29:39.938063+00,"{ถนน,แสงสว่าง,จราจร}",report,,0,รอรับเรื่อง
30,289755,ทางเท้า,6,กรุงเทพมหานคร,ขายอาหารขวางทสงเท้า,2022-N3WNWZ,"['100.60160', '13.70486']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d65ab9db6c29c76eb4cebeb387604555f6b9a786.jpg,,9 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,2022-12-07 15:24:52.684594+00,{ทางเท้า},report,,0,รอรับเรื่อง
31,289754,กีดขวาง,6,กรุงเทพมหานคร,ขายแาหารขวางทางเท้า,2022-4TYPCA,"['100.60112', '13.70577']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/22cca2349ffa0a8156568c4e440faf6a17730346.jpg,,อ่อนนุช แขวง พระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,2022-12-07 15:23:07.34752+00,{กีดขวาง},report,,0,รอรับเรื่อง
32,289753,ทางเท้า,6,กรุงเทพมหานคร,พื้นทางเท้าสกปรกอย่างมากจากการทิ้งขยะไม่เหมาะสม,2022-BZQF9V,"['100.60058', '13.70693']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/778e488bb9d361237fa8e58437c4c4b6528c45c8.jpg,,ปากซอยสุขุมวิท 79 ถ. สุขุมวิท แขวง พระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10260 ประเทศไทย,วัฒนา,พระโขนงเหนือ,กรุงเทพมหานคร,2022-12-07 15:20:38.122352+00,{ทางเท้า},report,,0,รอรับเรื่อง
33,289751,สอบถาม,12,กรุงเทพมหานคร,"ขอเป็นกระบอกเสียงให้พี่น้องนักประชาสัมพันธ์ประจำสำนักงานเขต  ถึงท่านชัชชาติ
การปฏิบัติงานประชาสัมพันธ์ของสำนักงานเขตนั้นมีการออกปฏิบัติงานค่อนข้างมาก ทั้งนอกเวลาในวันธรรมดา และวันหยุดเสาร์อาทิตย์ บางครั้งตั้งแต่ 7 โมงไปจนถึงทุ่มสองทุ่ม เช่นงานเทศกาลต่างๆ งานนโยบาย ฯลฯแต่โอทีสามารถเบิกได้เดือนละ 4 ละ4ครั้งครั้งละ 420 เท่ากับว่า 1 สัปดาห์จะเบิกได้เพียง 1 วันและเพียง 1 คน ซึ่งไม่มีความสอดคล้องกับเวลาปฏิบัติงานเลย ซ้ำผู้บริหารมองว่ามันเป็นหน้าที่ ต้องเสียสละ แต่ตำแหน่งอื่นเขาก็มีโอที ทุกการปฏิบัติงานการอยู่เวรอัคคีภัยของเจ้าพนักงานปกครอง นี่ยังไม่พูดถึง พขร. ที่ต้องมางานนอกเวลาโดยไม่มีโอทีด้วย เราทุกคนพร้อมเสียสละในการปฏิบัติหน้าที่ แต่ถ้าเป็นแบบนี้ไปตลอดก็คิดว่ามันไม่สมควร ยิ่งเด็กรุ่นใหม่เข้ามา พอเจอแบบนี้ไม่ลาออกก็ย้ายหนี
อยากเรียนสอบถามท่านชัชชาติว่าแบบนี้มันปกติแล้วหรือไม่ ท่านพอจะมีแนวทางช่วยเหลือความไม่ถูกต้องนี้หรือไม่",2022-GQW9LU,"['100.50217', '13.75399']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/4c4c4dccd411a6c72cd922f285bd2a492a4fde41.jpg,,3 ถนน ศิริพงษ์ แขวง สำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระนคร,เสาชิงช้า,กรุงเทพมหานคร,2022-12-07 15:08:40.613003+00,{สอบถาม},report,,0,รอรับเรื่อง
34,289750,สัตว์จรจัด,12,กรุงเทพมหานคร,"มีลูกแมวจรสามสีตัวเล็ก เพศหญิง
อายุประมาณ 2 เดือน เร่ร่อนอยู่ค่ะ
อยากรบกวนขอพาน้องแมวไปอยู่ในที่ปลอดภัยและหาบ้านใหม่ให้ค่ะ
น่าจะหลงกับแม่แมวมาค่ะ",2022-BTMWXF,"['100.51431', '13.71883']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2b08e8926a71609aa163b047899f280d3a4068d4.jpg,,BTS Saphan Tak Sin Station Sathon Road Yan Nawa Khet Sathon Bangkok 10120 แขวง ยานนาวา เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,บางรัก,บางรัก,กรุงเทพมหานคร,2022-12-07 14:54:47.180124+00,{สัตว์จรจัด},report,,0,รอรับเรื่อง
35,289749,เสียงรบกวน,19,กรุงเทพมหานคร,ลานเบียร์ข้างปั๊มปตท.ลาดพร้าววังหินกลางคืนดนตรีเสียงดังมากค่ะ,2022-9YWTZ7,"['100.59143', '13.82143']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/92a68af54b28d3b71454bed4f50fe95327915f42.jpg,,29/22 ซอยลาดพร้าว 71 ถนนนาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย,ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,2022-12-07 14:52:02.50818+00,{เสียงรบกวน},report,,0,รอรับเรื่อง
